review,sentiment
"Evidently lots of people really like this, but I found it infantilising and reasonably offensive codswallop, saved from oblivion by Jane Russell and a couple of memorable musical numbers, especially the opener (but there's a marked dip in invention later on). I don't get on with Monroe - she's supposed to be playing a dumb blonde who ain't that dumb, but she just comes over as dumb. Russell can't quite convince when she claims never to have been in a gymnasium, but is otherwise rather wonderful. The men are staggeringly uninteresting, as is the plot. By no means atrocious, but so patchy that, if this is a classic, God help us all.",negative
"At first glance of this mini... I was a bit disappointed that Tommy Lee Jones and Anjelica Huston didn't return to the cast. Both John Voight and Barbara Hershey did commendable jobs replacing very important characters for the continuing saga of this legendary Epic Western. <br /><br />Cherokee Jack Jackson (Haysbert) played an excellent bad guy, and Louis Gossett Jr. was, as always, true to form with his excellent acting skills.<br /><br />The drama that seemed true to life in many scenes, including one of the best, where the valiant shoot-out ended with Ranger Walker being killed made me feel that I was actually in the film. Return to Lonesome Dove was to me, almost up to the quality of the first of the series. The next 2 follow ups with James Garner as Call just didn't make it for me. And that Lorena marries Pea Eye? How the heck did that get in their? That was a total mismatch of characters. The first 2 of the series made the Epic story, the next 2 in no way were of the same quality.<br /><br />Now, if the first 2 could be remastered in Dolby Digital and an Anamorphic presentation, the films could be where they should have been like the movies of today.",positive
"Late one night on a desolate road, in an empty saloon Martin Sheen spins a yarn for Robert Carradine of Hopalong Cassidy and friends tracking a group of murderous cattle rustlers, who've killed a few men and kidnapped Cassidy's girl.<br /><br />Writer/director Christopher Coppola May have incurred the wrath of William Boyd purists by daring to make a modern low budget film featuring their beloved Hoppy, but I'm glad he did it! No character should be so tied to an an actor that no one else ever be allowed to play him or her again!<br /><br />I thought it was good fun and an interesting updating of the classic programmers of the thirties and forties. Though guilty of some bad acting, this is earnest enough and unpretentious, making it hard for me to dislike.<br /><br />The whole production is a bit odd though, but I really enjoyed the scenes between Sheen and Carridine. The fact that we're watching a story within a story makes the oddness and exaggerations more palatable.",positive
"It's literally the Three Stooges all over again, without the charm. This show's nothing more than the worst slapstick. I'm surprised they actually have writers. The so-called jokes are completely haphazard, and 'controversial' for no other point than trying very (very) hard to be controversial. And people think this is 'edgy'?? Get a clue: this show takes absolutely no thought, time, effort, money, or creativity/originality to produce. Any references present are geared toward anyone between the ages of 6 and 16 who would occasionally browse People magazine. But I suppose this is only what all the kiddies want, like and need today.",negative
"This film is one of the worst adaptations of Pride and Prejudice ever filmed and if Jane Austen were alive, she would demand that her name be removed from the film. Austen's novel is only superficially a story of the development of true love between Elizabeth Bennet and Fitzwilliam Darcy. It is also a commentary on the class structure of Regency Britain. This film focuses only on the love story, thereby disappointing viewers who hoped it would do justice to the novel.<br /><br />There are numerous problems with the historical accuracy of the film. In the film, the dance at which Darcy snubs Elizabeth is not the refined dancing done by the gentry, to which the Bennet, Lucas, Bingley, and Darcy families belong, but is rather the dancing of the lower classes. The gentry would not have been dancing as if they were at a peasant barn dance. There are costume and hair problems, too. The custom of the period required married women to wear white cloth hats to cover their hair and for women to wear bonnets when outdoors. Women of the Regency period were not so liberated as to forego the bonnet requirements in public. The worst historical inaccuracy is the early morning meeting of Elizabeth (in her nightgown and coat) and Mr. Darcy (sans cravat and vest) at which they admit their love for each other. This is an unforgivable liberty with the novel. No respectable young woman or gentleman would venture out of doors in such a state of undress or seek to meet someone of the opposite sex at such an early hour. <br /><br />But the worst thing of all with this film is the mangling of Austen's dialogue and the atrocious modern dialogue. Austen's dialogue needs no assistance from a writer who thinks he/she can write like Austen. The writer of the non-Austen dialogue not only lacks Austen's talent but also has no feel for Austen's style. The juxtaposition of the two styles is jarring.<br /><br />As for the acting, the best is done by Judi Dench, who clearly understands the imperiousness of the aristocracy. Brenda Blethyn takes some liberties in making Mrs. Bennet less awful than Austen's portrayal. Her portrayal is interesting and seems to work. Donald Sutherland is miscast. His affected British accent is terrible and he portrays Mr. Bennet too much as a father of the 20th century and not a father of the late 18th century. Matthew MacFadeyn's portrayal of Darcy is flat. I can't imagine anyone falling in love with his Mr. Darcy. Keira Knightly is a pretty Elizabeth, but her portrayal of Elizabeth Bennet is far too modern. Knightly focuses on the Elizabeth's forthrightness, but her portrayal completely lacks an understanding of the social mores and conventions of the time. She would have done well to actually read the novel before attempting to portray Elizabeth and to do research on the behavior of women of the period.<br /><br />If one is making a period movie, one must be true to the period. This film needed an historical adviser who actually knows something about the Regency period. It also needed a writer who has a better appreciation and understanding of Austen's text. I can only hope Emma Thompson decides to do a film of Pride and Prejudice in the near future to erase this abomination from our minds.<br /><br />The best thing that can be said about this film is that it contains many pretty scenes of the English countryside. Chatsworth is well used as Pemberly (as it was in the 1995 BBC adaptation). But pretty scenery and pretty actors cannot save this film. True fans of Austen will rush home to watch their DVDs of the far superior 1995 BBC production with Jennifer Ehle and Colin Firth or to read Austen's text in order to wipe this version from their minds.",negative
"First off, this movie leaves you in a limbo mood wise. You don't know what to feel. So much so that you don't feel bad for Caines character when his son gets murdered (which was actually mostly due to bad editing). The script was too bland. None of the situations matter as you watch them. The soundtrack, or lack there of (if there was it wasn't good enough to even remember) does not help it one bit. Only good surprise to this movie was Andy Serkis' performance. It was on par if not better than Caine's. The story would have probably gone better off if Serkis would have killed him. Because quite frankly you don't feel any kind of redemption in the climax. Just a feeling of lack of feeling, if ya feel me. Basically this movie massively lacks draw. Leaving the audience alienated throughout the entire thing.",negative
"Recap: Ron is about to marry Mel. They are deeply and love and certain they are perfect for each other even though they met just a few months ago. Todd, Ron's brother in law to be is not so happy. He is afraid the marriage is a threat to his cushy job in the family business and decides to arrange Ron's bachelor party. But his real plan is to put Ron in a compromising situation, get evidence and break Ron and Mel up.<br /><br />Comments: Supposed to be a sequel to a comedy classic but it isn't funny at all. It is mostly a pubertal show and a juvenile excuse to show scantily clad women. Actually, in a way, it is almost impressive have many you can put in there, because they are everywhere. Unfortunately that is also one of the signs of a movie that can't support itself. It simply isn't good enough.<br /><br />It has three redeeming points though, or actually three actors that is worth a better script than this. It is lead actor Josh Cooke who actually manages to give an impression of some common sense. Sara Foster I know has more talent than to do movies like this, and Emanuelle Vaugier seem to have a lot more talent than this movie.<br /><br />What is suspiciously absent are good jokes. Actually, bad jokes are rather scarce too. It just isn't funny.<br /><br />3/10",negative
"I first heard about Commander's Log when I was on the concom for the local science fiction convention. Craig Bowlsby, Linden Banks, Sophie Banks, and Brian Oberquell came out to show the video and give a couple of panels on making TV on a shoestring budget. I have to say that I was very pleased when I finally had the chance to see the show. Comparisons with Red Dwarf are inevitable, since the first seasons of Red Dwarf were also shot on a low budget (although Commander's Log has to set some kind of record for the least amount of money spent per minute of air time), and thus have to make up for the lack of ""eye candy"" with good writing and acting. Linden Banks, who plays Chief Petty Officer Blather, does a particularly good job of presenting an earnest but clueless persona.<br /><br />Bowlsby's original idea was for the story to be told in two minute ""interstitials"", shown in between other shows over the course of an evening, although for some reason, Space didn't get how cool an idea this would have been, and so the interstitials were all rolled up into a one-hour show, which Space normally showed in two half-hour episodes. The existing DVD doesn't include episode 3 (which premiered at Cascadia-Con in Seattle in 2005) or episode 4 (which was previewed at VCON in Vancouver in 2006), but if you're in touch with your local fannish community, you may catch news of a showing somewhere near you.",positive
"To make it short and not to spoil everything this film is about Kip (Giovanni Ribsi), a car thief, who messes up a big delivery of stolen cars (50 in total). He is then threatened to be killed by the man who gave him the order'. The objective now is to get 50 cars stolen in 3 days, with the help of Randall (Nicolas Cage), a retired' booster and also Kip's brother and a couple of old friends of Randall's. As you can see this is the same old, big bro' needs to get lil' bro' out of trouble routine and of course Randall is the best thief there ever was. Of course as in all other movies there are also a few setbacks and surprises you never would have thought of, but at times it is predictable too, so there is nothing fancy about the story. <br /><br />You are by now probably wondering why this is about 51 times the HOT STUFF, since there are only 50 beautiful, fast, cool and expensive cars to be stolen. Well the other hot item in this film is Sway (Angelina Jolie (who will be a big STAR (trust me))). She is not only very convincing in the role as a car theft, but she is pretty hot too. OK not hot as in pretty, but hot as in damn cool and sexy. She was very believable in this role, probably because she is some kind of a wild woman in real life too (don't believe me, read her biography) and for the sexy part well just see for yourself man. I only know, that she plays the kind of girl I like in this film, because she is not too mainstream, a bit alternative look and she even comes with a tattoo.<br /><br />OK the only downsides I felt while watching this movie was, that there is not very much action, there is one totally unrealistic scene, the story is only OK and that there are not much jokes. Hey but after seeing the whole film I must say: WHO CARES. Why must I say that, well because it was still entertaining; had a couple of cool car chases; good music; some Bruckheimer scenes (where the combination of music and the lines of actors make your eyes go wet); good actors who all did their jobs; pretty cars; one cool, wild, sexy lady (yes, I mean Mrs. Jolie) and last but not least very nice and cool tools to boost the cars with. So some downsides here but still a pretty good and entertaining movie. All in all the best way to describe this film is that it is an overall OK movie with a cool  feelgood ending.<br /><br />As for Nicolas Cage, well He is actually one of my most favourite actors in the action genre nowadays after such good films as The Rock, Con Air, Face / Off, Snake Eyes and finally this one. Plus what actor has had so many good action / thriller's in the last years and such successful ones ? Well no one!!! Maybe Jackie Chan, but he is one of my favourites too. One thing that is true though about Mr. Cages Bruckheimer films is that they keep getting worse. The Rock, was a clear 9, Con air was a nice 8 and this well this clearly is a 7. Not that that mark is bad. Does it not show that his films under Bruckheimer keep getting worse and that maybe Cage has to think longer before he accepts a role in a movie and probably he should make a few less movies ? No it doesn't show us that, because almost all of Cage's films were successful in the last few years, except for 8mm and Bringing out the Dead. 8mm was not great, I admit that, but that was never Cage's fault and the story seemed good to me. About the latter film I can not say anything, cause I have not seen it yet. One thing though I know for sure, if Bruckheimer would have asked me for those three films, I would have said YES to all of them. I would have said yes to The Rock, because the story was great and because you would get to play with Sean Connery and Ed Harris. I would have said yes to Con Air, because there would be a lot of action in it, because the story was good and because you got to act with John Malkovich and Ving Rhames. In this one I would have starred because I would have gotten a big paycheque, I would have been able to ride some cool and fast cars and because I would have been able to kiss Angelina Jolie (can't wait to see her in that Lara Croft outfit). This one was a good choice of Mr. Cage and it certainly was worth a look at in the theatre.<br /><br />7 out of 10",positive
"This movie was a rather odd viewing experience. The movie is obviously based on a play. Now I'm sure that everything in this movie works out just fine in a play but for in a movie it just doesn't feel terribly interesting enough to watch. The movie is way too 'stagey' and they didn't even bothered to change some of the dialog to make it more fitting for a movie. Instead what is presented now is an almost literally re-filming of a stage-play, with over-the-top characters and staged dialog. Because of all this the storyline really doesn't work out and the movie becomes an almost complete bore- and obsolete viewing experience.<br /><br />It takes a while before you figure out that this is a comedy you're watching. At first you think its a drama you're watching, with quirky characters in it but as the movie progresses you'll notice that the movie is more a tragicomedy, that leans really more toward the comedy genre, rather than the drama genre.<br /><br />The characters and dialog are really the things that make this movie a quirky and over-the-top one that at times really become unwatchable. Sure, the actors are great; Peter O'Toole and Susannah York, amongst others but they don't really uplift the movie to a level of 'watchable enough'.<br /><br />The story feels totally disorientated. Basicaly the story is about nothing and just mainly focuses on the brother/sister characters played by Peter O'Toole and Susannah York. But what exactly is the story even about? The movie feels like a pointless and obsolete one that has very little to offer. Like I said before; I'm sure the story is good and interesting to watch on stage but as a movie it really isn't fitting and simply doesn't work out.<br /><br />The editing is simply dreadful and times and it becomes even laughable bad in certain sequences. <br /><br />More was to expect from director J. Lee Thompson, who has obviously done far better movies than this rather failed, stage-play translated to screen, project.<br /><br />Really not worth your time.<br /><br />4/10",negative
"One of the most frightening game experiences ever that will make you keep the lights on next to your bed. Great storyline with a romantic, horrific, and ironic plot. Fans of the original Resident Evil will be in for a surprise of a returning character! Not to mention that the voice-acting have drastically improved over the previous of the series. Don't miss out on the best of the series.",positive
"Heather Graham couldn't play a convincing lesbian if her life depended on it. Who do the producers of the movie think they are? the ABSOLUTE WORST, most UNREALISTIC movie i've seen in as long as i can remember. This movie is so bad that i felt compelled to sign-up on IMDb and make sure the rating of this ""film"" drops.<br /><br />omg i'm Heather Graham, i just kissed a drunk chick, so while she's passed out i'm REALLY going to pace around my room for HOURS asking myself frantically ""WHAT HAVE I DONE?!"".. Jesus heather, get over it and grow up... and i'd like to forward that same sentiment to the idiot producers... and while i'm at it, instead of this movie being all about an pathetic excuse for a coming out story, perhaps it would have been more suitable to focus the plot onto a character who's mentally unstable... like your so-called ""lesbian"" character... after all, i know the first time i had gay sex, when i left the next morning i jumped to the sky in excitement in the middle of the street... honestly b*tch, get a grip... <br /><br />WHAT A JOKE! and please note there are many many many more flaws and appallingly stupid aspects to this lame flick, but i'm so sick of even thinking about it anymore. bottom line, if you're a smart person you'll hate this movie, and if you're not a smart person, then you'll love it... it's as simple as that.",negative
"Harmony Korrine - hate him or hate him? On this evidence, loathe might be a better word. Not him of course, just everything he does. But it could've been so different because the first ten minutes of this film promises so much including a fantastic idea of a Michael Jackson impersonator falling in love with a Marilyn Monroe impersonator. Fantastic. And set in Paris! This could be great. But unfortunately, Korrine may spark the odd decent idea but because he is an awful writer, the story fails on every level and the audience walkout I witnessed about an hour in is proof positive that he is the most boring and pretentious film-making out there. Apparently the walk-out rate at its premiere in last years Cannes festival was quite shocking. Instead of focusing on the two protagonists, he switches the story stupidly to the confines of a château to introduce a bunch of other impersonators making the whole experience tedious and narratively barren. When will the independent cinema stop funding this upstart?",negative
"THE MAN IN THE WHITE SUIT, like I'M ALL RIGHT JACK, takes a dim view of both labor and capital. Alec Guinness is a scientific genius - but an eccentric one (he has never gotten his university degree due to an...err...accident in a college laboratory). He manages to push himself into various industrial labs in the textile industry. When the film begins he is in Michael Gough's company, and Gough (in a memorable moment) is trying to impress his would-be father-in-law (Cecil Parker) by showing him the ship-shape firm he runs. While having lunch with Parker and Parker's daughter (Joan Greenwood), Gough gets a message regarding some problems about the lab's unexpectedly large budget problems. He reads the huge expenditures (due to Guinness's experiments), and chokes on his coffee.<br /><br />Guinness goes on to work at Parker's firm, and repeats the same tricks he did with Gough - but Parker discovers it too. Greenwood has discovered what Guinness is working on, and convinces Parker to continue the experiments (but now legally). The result: Guinness and his assistant has apparently figured out how to make an artificial fiber that can constantly change the electronic bonds within it's molecular structure so that (for all intents and purposes) the fiber will remain in tact for good. Any textile made from it will never fade, get dirty, or wear out - it will last forever.<br /><br />Guinness has support from a female shop steward, but not her chief. He sees Guinness as selling out to the rich. But when he explains to them what he's done, they turn against him. If everyone has clothes that will last forever then they will not need new clothes! Soon Parkers' fellow textile tycoons (led by Gough, Ernest Theisinger - in a wonderful performance, and Howard Marion-Crawford) are equally panic stricken by what may end their businesses. They seek to suppress the invention. With only Greenwood in his corner (although Parker sort of sympathizes with him), Guinness tries to get the news of his discovery to the public.<br /><br />In the end, Guinness is defeated by science as well as greed. But he ends the film seeing the error in his calculations, and we guess that one day he may still pull off his discovery after all.<br /><br />It's a brilliant comedy. But is the argument for suppression valid? At one point the difficulties of making the textile are shown (you have to heat the threads to a high temperature to actually enable the ends of the material to be united. There is nothing that shows the cloth will stretch if the owner gets fat (or contract if the owner gets thin). Are we to believe that people only would want one set of clothing for ever? What happened to fashion changes and new styles? And the cloth is only made in the color white (making Guinness look like a white knight). We are told that color dye would have to be added earlier in the process. Wouldn't that have an effect on the chemical reactions that maintain the structure of the textile? <br /><br />Alas this is not a science paper, but a film about the hypocrisies of labor and capital in modern industry. As such it is brilliant. But those questions I mention keep bothering me about the validity of suppressing Guinness' invention",positive
"I enjoyed the first reviewer's comment far more than I did the film when I saw it at a second-run theatre in the early '80's. I was impressed then by the care taken to create costumes modelled so closely after the Tenniel drawings. But to me, the cast was largely squandered, their personalities muffled by the masks, while the direction I think of as being unusually static, and the photography murky. The rating jotted down at the time was a nought, which means ""not worth sitting through even once"".<br /><br />Still, I too would jump at a chance to have a second look.",negative
"Jeff Leroy wanted to makes fun of Scientology so built a horror movie around a cult similar to it. The twist is that instead of frail old L. Ron Hubbard as the cult leader, there's a centuries old space monster who turns his followers into vampires. Our hero is a dirty living college student who is doing research into the occult. His landlord is an attractive blonde who tries to get him to clean up his life with the help of the cult. It doesn't take him long to figure out that she's only after one thing: his blood. ""The Screaming"" was shot very cheaply on video and I just plain ugly. The space monster (which looks like a giant winged cat that looks perpetually mad and has no skin) is alternately a clay-mation miniature and a large scale animatronics puppet, both of which look awful. The acting and writing are both terrible and the director doesn't even try to disguise the fact that this movie was made for nothing. Avoid this non-scary, pitiful little excuse.",negative
"A bunch of popular high school students play a cruel joke on nerdy Marty (a sympathetic performance by Simon Scuddamore) which leaves him hideously disfigured. Five years later the gang returns to the now crumbling and abandoned high school for a reunion. Of course, an angry and vindictive Marty shows up dressed in a jester's costume to exact a grisly revenge on his tormentors. Writers/directors Mark Ezra, Peter Litten and George Dugdale trot out all the endearingly corny clichés which make these 80's slice'n'dice body count flicks so much cheesy fun: fake jump scares, prowling Steadican shots, a fierce storm, an insanely groovy hard rock soundtrack, a nice smattering of gratuitous female nudity, a totally ridiculous ""what the hell?"" supernatural climax, tacky make-up f/x, and one of those lovably lame ""it was all just a terrible dream"" fake-out non-endings. Moreover, the elaborate murder set pieces deliver the gruesome goods: Gory highlights include a man's stomach exploding after he drinks poisoned beer, a lady taking an acid bath, a guy being crushed under a huge tractor, and two people getting electrocuted while in the middle of having wild passionate sex. Thirtyish British cult horror siren Caroline Munro is hilariously miscast as an American teenager in the first third of the flick. The cast all give solid performances, with especially stand-out work from Carmine Iannaccone as smartaleck ringleader Skip Pollack, Billy Hartman as faded macho meathead Frank, and Donna Yeager as foul-mouthed slut Stella. Co-producer Dick Randall has an amusing cameo as Munro's sleazy agent Manny. Harry Manfredini's moody, rattling music shamelessly recycles cues from his ""Friday the 13th"" scores. Alan Pudney's slick cinematography does the trick. Good, trashy fun.",positive
"Gender Bender the Limerick:<br /><br />A man or a woman? Who knows?<br /><br />It turns out that 'it' is both.<br /><br />Sleeping in clay<br /><br />Then they all went away<br /><br />In one of their UFOs.<br /><br />Gender Bender is another great Season 1 episode. I enjoy this one because the story is the kind where you are never really sure what's gonna happen next. It is entirely original. The teaser is very fun with the close up of the eye and the reflection of the disco lights. I really need to learn my that thumb trick the genderbender heshe does. I really like the atmosphere at the Kindred's little village and Mulder and Scully sneaking around in the middle of the night. Its very exciting. This is one of my favorite Season 1 episodes in fact. I think the thing I like about it so much is how they turn out to be aliens in the end and left crop circles. Many people see this as a non-mythology related alien episode kind of like ""The Unnatural"" or ""Space"" but I think this could easily be seen as mythology related. Maybe the genderbender was just like the alien bounty hunter and could appear to look like anyone. Huh? Anyway I give the episode a 9 out of 10.",positive
"EXTREMITIES is the disturbing, yet riveting screen version of a play by William Mastriosimone (who adapted his own play for the screen) about a woman who is attacked in her car one night by a would-be rapist on her way home and is terrified when she realizes the man got her purse and knows where she lives. After her roommates leave for work the next day, the guy shows up at her home and attempts to rape her. The story takes a surprising twist when, at one point, the woman turns the tables on the man and is able to overpower him; but when she realizes there is no way that attempted rape can be proved and if the man is arrested, he will just get off, she decides to keep him prisoner in the house until she can get a confession out of him. Far-fetched? Maybe. Disturbing? Definitely, but there's a wonderfully claustrophobic feel about this film, especially the middle with just the woman and her attacker, that you can't help but feel completely a part of what's going on. I did not see the play on Broadway, but I would imagine a piece like this works better onstage, but that doesn't make this film any less riveting an experience. Farrah Fawcett, one of the last actresses to do the role on Broadway, was awarded the role of Marjorie in the film version and delivers a taut and deeply moving performance as the victim who refuses to be a victim. Many critics found Fawcett's performance to be one-note, but for me, Marjorie is a woman completely numbed by what she has been through and the performance works for me. James Russo, in the performance of his career, is slimy and menacing as the would-be rapist who finds Marjorie to be much more of a challenge than he assumed. Alfre Woodard and Diana Scarwid co-star as Marjorie's roommates, who come home after Marjorie has overpowered the guy and has him tied up and stuffed in their fireplace upon their arrival. And it's the arrival of the roommates that take the story to an unexpected level because they didn't see what we saw Marjorie go through and therefore, think she should call the police and let them handle the guy. Not for the faint of heart, but if you can stand it, a gripping film experience anchored by a lead performance that will surprise you.",positive
"Best of the Best 4, is better than 3, but just barely. Basically, I say this because part 4 doesn't contradict parts 1/2 (like 3 does), (ie. their is no reference to Tommy Lee having siblings).<br /><br />Anyway, I liked the Russian plot line of the story, and especially Sven Ole-Thorsen's bit part as Boris. Aside from that though and a few fighting scenes, the movie is nothing special. The limited budget is also very noticeable (especially in the airplane blow-up scene).<br /><br />Also, part 4 does not really have a moral or say anything like part 3 did, there are a couple of more better known actors (Hudson, Thorsen) in part 4, but alas nothing like the beginning of the series (and even these characters have very small roles).<br /><br />Alas, it seems Best of the Best is the Rhee show, and to be truthful, he cannot carry a movie.<br /><br />Saw on tape, Rating:4",negative
"The only good thing about this movie is, that I now have a movie on the worst ever list. Rest Stop being on the end of the spectrum where I can compare all terrible movies to. Really, this movie is the worst plot, worst directed, throughout the whole movie all I wanted to do is pull out my hair and kick the writer's and anybody who made this movie possible's ass. I am a deployed soldier, and when I spend my precious downtime watching movies like this. These people should feel terrible, they had to of watch this before it came out, and must have been to freaking lazy to redo , after they noticed it freaking sucked. I am so amazed that this great country of ours is letting them make another. Honestly, this is the first time I have ever commented on a movie, I had to let the world know, not to waste their time. Delete this movie from the face of this planet. It makes us humans look retarded.",negative
"I bought this movie at a thrift store. Months before, my friend told me about it when we were talking about dumb movies we've seen. Once I spotted the cassette, I knew I had to have it. I watched it that night. I could tell it was going to be very cheesy and cheaply done. . . That's what drew me to it. I popped it in and I laughed the whole way through. I recognized Gregory (The Ice Cream Man), but I didn't recognize his name and I couldn't remember where I saw him. Later, while watching the Andy Griffith Show, Clint Howard (Ice Cream Man) was featured as an extra since he is Ron Howard (Opie Taylor)'s brother. I saw the credits and I gasped. I turned to my mom, who was also watching the show, and said, ""That's the Ice Cream Man!!"" She, too, gasped. This movie is great, but only for laughs and criticalness. It is the perfect example of a cheesy horror flick. If you feel like laughing as well as poking fun at low-budget movies, rent this video.",negative
"NO SPOILERS.<br /><br />I love horror movies, but this has got to be the poorest attempt to make one ever. Calling it ""a movie"" is also a stretch. This ""random-clips-of-obviously-fake-and-tacky-violence-and-an-ugly- woman-trying-to-act-sexy-edited-poorly-together"" is not worth watching.<br /><br />Watching this is about as interesting watching as some random family's holiday pictures, and it has about the same quality you would expect when you send your ten year old son into the woods with your new vid-cam, and tell him to make a movie.<br /><br />Terrible.",negative
"While listening to an audio book, Cambpell Scott is the reader. I was so excited to hear his voice and that brought back my disappointment that ""Six Degrees"" was canceled. They never seem to keep the good shows on air long enough to capture an audience that can connect with the shows story. What a shame, and shame on th network for not giving this show a full seasons chance. This was an excellent show to watch with a great cast. The network gave ""Men in Trees"" a second chance witch is also a great show , but they took ""Invasion"" off and that also was something totally different to watch, not the same old-same old themes. Why can't the networks get it right.",positive
"I will probably always go to see a Woody Alleb movie, as one never knows when he just might make a real return to his past greatness. Just one or two great moments or lines could make it worthwhile. sadly however this film just does'nt make it on any score. Saying thar actually makes me sad and even a little guilty. I'm sure my reaction is much like a lot of other fans of Woody, but what can one say? It's probably time for him to concentrate on his Clarinett, which in my opinion, he is rather quite good. Saying all of this, I'll still probably go to any new film Woody may come out with in the future. There's always hope and I'll continue to love and respect The WOODY!!",negative
"So many great actors, so little worth watching. But with a script that misses so much of what made the book special, I don't hold it against anyone on screen. Though flawed, the book was one of Grisham's only that I truly liked, especially how it captured the flavor of a deep south small town, a slightly different world to a coastal urbanite such as myself. I also loved the matter-of-factness, naturalness of what occurs in the book. In the movie characters are given a ""nobility"" of personality that seemed so stilted. The villains and foils are flat and 1 dimensional. But as with so much of Joel Schumacher's work, genuineness and authenticity are conspicuously absent, and every point must be delivered via sledgehammer to the midsection. So preachy, stilted, and superficial about so horrendous a tragedy, I wish someone would do a remake and get the story a little more right.",negative
"Mickey Rourke is enjoying a renaissance at the moment... and fair play to him. I always liked his image and his acting ability in such fare as Angel Heart and Johnny Handsome. You know what you are going to get with Rourke - mean, moody, dirty. But this film gives you much more - and you don't want most of it.<br /><br />First and foremost - this whole thing just doesn't make sense. Rourke is a hardened IRA killer who after killing a bus-load of schoolchildren flees Ireland for London. He is on the run from the cops and from his own Army comrades. He has also vowed to never kill again. It looks like the bus full of kids finally did it for him.<br /><br />However, when he gets to London he is tracked down by a local mobster (Bates - looking like his eyebrows and hair came straight off a Burton's dummy) to kill his main competitor in turn for £50,000 and a boat trip to the US. Rourke reluctantly agrees to do it but is seen by a priest (Hoskins) and confesses the crime to him in the confessional in order to keep the priest's mouth shut. He figures it is better than killing him.<br /><br />A wealth of things arise here which just don't add up : <br /><br />1. Why pick Rourke to off your competition? As is illustrated by a scene whereby an employee is pinned to a wall by a couple of heavies with what look like awls - these London guys are tough enough anyway to do their own killing.<br /><br />2. Not only that but the Mobster gets a guy to follow Rourke and witness the killing with his own eyes. Why didn't that guy simply kill the competitor and save all the hassle of dealing with Rourke? <br /><br />3.Hoskins sees the murder take place and the police let him go off - without protection, I may add - to take confession? No way.<br /><br />4. Rourke hangs around the church (right next to where he carried out the murder ) immediately after the crime takes place to go to confession. Why aren't the cops checking the place out? <br /><br />5. Rourke hangs around the church and Hoskin's blind niece in particular, for days afterward without anybody bothering him. What? He's on the run and he stays put by the very place where he committed another murder? Stupid.<br /><br />6. The cops actually meet Rourke in the church ""fixing"" the organ and have no idea who he is. Do they not know he is on the run for the school bus bombing? They don't even check up on him? <br /><br />7. Why get Rourke to kill for you, and then tell him to wait around for a few days to get on the boat? You'd think you'd want to get rid of him immediately. Or kill him. One or the other? <br /><br />8. Why does Bates' brother suddenly decide to rape the blind niece in the midst of all the waiting? Could he not restrain himself for a few days? At least until Rourke has been safely offed to the States? Ridiculous.<br /><br />9. Rourke suddenly has inner turmoil after all his years of killing and wins over the blind niece immediately - even after she knows he is a killer, she still loves him? Again - utterly ludicrous. And besides - she falls in ""love"" with him in record time - a few days !!!! <br /><br />10. The whole bomb thing at the end is just plain silly from Bates' point of view.<br /><br />11. Things happen in parts of this film that just do not make sense or are simply in there to help the storyline (and I say that in jest) along. Bates' houses Rourke in a whorehouse until the boat is ready to sail and Rourke suddenly displays a moral high ground to respect the whore in the house - but yet will bed a blind girl.<br /><br />12. Rourke asks a henchman on the boat where Bates is - and the henchman practically spurts out the entire movements of his boss in less than 10 seconds. It was embarrassing - the guy was telling Rourke far more than he even asked.<br /><br />13. Hoskin's priest is an ex-army guy and we see him beat up three henchmen behind a pub. Totally uncalled-for and yet another cringe-worthy scene.<br /><br />I'm gonna stop there at unlucky 13 without mentioning Rourke's hair (so falsely red it is laughable), his accent (which to be fair is not too bad sometimes but deteriorates to a barely heard mumble at other times), his clothes, walk, looks to the heavens etc. Nor will I mention the music and the choppy editing style.<br /><br />Oooppps - I have just mentioned them.<br /><br />Overall - a disaster of a film with some obvious religious imagery thrown in (Rourke on the cross, preaching from a pulpit) which would embarrass a first year film student never mind a top star and director.<br /><br />4/10.",negative
"It is a great movie if you have ever named your cars or are really into old, fast, or exotic cars. It has a plot and a lot of action. The car scenes are great except for the totally fake car jump scene. All of the other scenes are great. I really enjoyed it and I hope everyone else does as well.",positive
"From a military historian's standpoint, nearly everything in this movie is historically accurate. Beyond that, it is an enthralling story that leaves you depressed at the end but quite glad you took the time to watch.",positive
"Nothing new in this hackneyed romance with characters put into unbelievable situations, speaking dialogue that borders on the ridiculous. This is an example of another movie put into production before serious script problems were solved. Don't waste your time.",negative
"This movie displayed more racial hatred of Jews by David Mamet than I have<br /><br />have ever encountered in an American film. The sterotypes are so over the top that my ability to continue watching died. I was so disappointed at Joe<br /><br />Mantegna calling a bunch of men ,sitting in a New York Jewish center cleaning weapons ,heros that common sense prevailed and I stopped. I am deeply<br /><br />disturbed at the concept that Jews are not Americans and ""different"". I suggest that Mr. Mamet is one of the causes of hatred not a healer of same.",negative
